Sample,Wavelength,Absorption,ReducedScattering
raw_umber_1_4.17.25,486.0,0.0389,0.5211997399597328
raw_umber_1_4.17.25,484.0,0.0406,0.5235185945747695
raw_umber_1_4.17.25,482.0,0.0417,0.5258574320798172
raw_umber_1_4.17.25,480.0,0.0427,0.5282165086717012
raw_umber_1_4.17.25,478.0,0.0438,0.5305960849177671
raw_umber_1_4.17.25,476.0,0.0448,0.5329964258491177
raw_umber_1_4.17.25,474.0,0.0458,0.5354178010562416
raw_umber_1_4.17.25,472.0,0.0469,0.5378604847871048
raw_umber_1_4.17.25,470.0,0.048,0.540324756047778
raw_umber_1_4.17.25,468.0,0.049,0.5428108987056774
raw_umber_1_4.17.25,466.0,0.0504,0.5453192015955006
raw_umber_1_4.17.25,464.0,0.0515,0.5478499586279343
raw_umber_1_4.17.25,462.0,0.0523,0.5504034689012243
raw_umber_1_4.17.25,460.0,0.0537,0.5529800368156935
raw_umber_1_4.17.25,458.0,0.0548,0.5555799721912981
raw_umber_1_4.17.25,456.0,0.0564,0.5582035903883178
raw_umber_1_4.17.25,454.0,0.0579,0.560851212431278
raw_umber_1_4.17.25,452.0,0.0595,0.5635231651362035
raw_umber_1_4.17.25,450.0,0.0612,0.5662197812413096
raw_umber_1_4.17.25,448.0,0.0627,0.5689413995412401
raw_umber_1_4.17.25,446.0,0.0647,0.5716883650249621
raw_umber_1_4.17.25,444.0,0.0668,0.5744610290174375
raw_umber_1_4.17.25,442.0,0.0692,0.577259749325189
raw_umber_1_4.17.25,440.0,0.0726,0.5800848903858893
raw_umber_1_4.17.25,438.0,0.0761,0.5829368234220993
raw_umber_1_4.17.25,436.0,0.08,0.5858159265992939
raw_umber_1_4.17.25,434.0,0.0834,0.588722585188314
raw_umber_1_4.17.25,432.0,0.0864,0.5916571917323872
raw_umber_1_4.17.25,430.0,0.0899,0.5946201462188725
raw_umber_1_4.17.25,428.0,0.0934,0.5976118562558811
raw_umber_1_4.17.25,426.0,0.0959,0.6006327372539364
raw_umber_1_4.17.25,424.0,0.0984,0.6036832126128429
raw_umber_1_4.17.25,422.0,0.1022,0.6067637139139371
raw_umber_1_4.17.25,420.0,0.1049,0.6098746811179024
raw_umber_1_4.17.25,418.0,0.108,0.6130165627683358
raw_umber_1_4.17.25,416.0,0.1119,0.616189816201264
raw_umber_1_4.17.25,414.0,0.1152,0.6193949077608096
raw_umber_1_4.17.25,412.0,0.1173,0.622632313021221
raw_umber_1_4.17.25,410.0,0.1203,0.625902517015484
raw_umber_1_4.17.25,408.0,0.1238,0.629206014470746
raw_umber_1_4.17.25,406.0,0.1265,0.6325433100507857
raw_umber_1_4.17.25,404.0,0.1291,0.635914918605781
raw_umber_1_4.17.25,402.0,0.1319,0.6393213654296278
raw_umber_1_4.17.25,400.0,0.1328,0.642763186525078
raw_umber_3_4.17.25,750.0,0.0839,0.4771336879360465
raw_umber_3_4.17.25,748.0,0.0842,0.4778801476356921
raw_umber_3_4.17.25,746.0,0.0851,0.4786297783982063
raw_umber_3_4.17.25,744.0,0.0855,0.4793826022505167
raw_umber_3_4.17.25,742.0,0.0858,0.4801386414323057
raw_umber_3_4.17.25,740.0,0.0868,0.480897918398646
raw_umber_3_4.17.25,738.0,0.0871,0.4816604558226753
raw_umber_3_4.17.25,736.0,0.0875,0.4824262765983126
raw_umber_3_4.17.25,734.0,0.0875,0.4831954038430144
raw_umber_3_4.17.25,732.0,0.0875,0.4839678609005745
raw_umber_3_4.17.25,730.0,0.0878,0.4847436713439653
raw_umber_3_4.17.25,728.0,0.0887,0.4855228589782231
raw_umber_3_4.17.25,726.0,0.089,0.4863054478433785
raw_umber_3_4.17.25,724.0,0.0894,0.4870914622174307
raw_umber_3_4.17.25,722.0,0.0904,0.4878809266193689
raw_umber_3_4.17.25,720.0,0.0907,0.4886738658122397
raw_umber_3_4.17.25,718.0,0.0907,0.4894703048062632
raw_umber_3_4.17.25,716.0,0.0911,0.4902702688619963
raw_umber_3_4.17.25,714.0,0.092,0.4910737834935473
raw_umber_3_4.17.25,712.0,0.0924,0.4918808744718384
raw_umber_3_4.17.25,710.0,0.0937,0.4926915678279225
raw_umber_3_4.17.25,708.0,0.094,0.4935058898563497
raw_umber_3_4.17.25,706.0,0.0944,0.4943238671185884
raw_umber_3_4.17.25,704.0,0.0954,0.4951455264465009
raw_umber_3_4.17.25,702.0,0.0954,0.4959708949458727
raw_umber_3_4.17.25,700.0,0.0958,0.4968
raw_umber_3_4.17.25,698.0,0.0961,0.497632869273333
raw_umber_3_4.17.25,696.0,0.0965,0.4984695307151788
raw_umber_3_4.17.25,694.0,0.0975,0.4993100125634636
raw_umber_3_4.17.25,692.0,0.0982,0.5001543433485547
raw_umber_3_4.17.25,690.0,0.0985,0.5010025518971453
raw_umber_3_4.17.25,688.0,0.0999,0.5018546673362029
raw_umber_3_4.17.25,686.0,0.1003,0.5027107190969795
raw_umber_3_4.17.25,684.0,0.1007,0.5035707369190906
raw_umber_3_4.17.25,682.0,0.1017,0.504434750854658
raw_umber_3_4.17.25,680.0,0.1024,0.5053027912725226
raw_umber_3_4.17.25,678.0,0.1035,0.5061748888625257
raw_umber_3_4.17.25,676.0,0.1035,0.5070510746398605
raw_umber_3_4.17.25,674.0,0.1045,0.5079313799494977
raw_umber_3_4.17.25,672.0,0.1049,0.5088158364706816
raw_umber_3_4.17.25,670.0,0.1056,0.5097044762215043
raw_umber_3_4.17.25,668.0,0.1067,0.5105973315635536
raw_umber_3_4.17.25,666.0,0.1071,0.5114944352066408
raw_umber_3_4.17.25,664.0,0.1078,0.5123958202136071
raw_umber_3_4.17.25,662.0,0.1082,0.5133015200052106
raw_umber_3_4.17.25,660.0,0.1093,0.5142115683650972
raw_umber_3_4.17.25,658.0,0.1097,0.5151259994448549
raw_umber_3_4.17.25,656.0,0.1097,0.5160448477691546
raw_umber_3_4.17.25,654.0,0.1107,0.5169681482409779
raw_umber_3_4.17.25,652.0,0.1115,0.5178959361469355
raw_umber_3_4.17.25,650.0,0.1126,0.5188282471626763
raw_umber_3_4.17.25,648.0,0.1133,0.5197651173583893
raw_umber_3_4.17.25,646.0,0.1138,0.5207065832044019
raw_umber_3_4.17.25,644.0,0.1142,0.5216526815768735
raw_umber_3_4.17.25,642.0,0.1146,0.52260344976359
raw_umber_3_4.17.25,640.0,0.115,0.5235589254698572
raw_umber_3_4.17.25,638.0,0.1161,0.5245191468244998
raw_umber_3_4.17.25,636.0,0.1168,0.5254841523859634
raw_umber_3_4.17.25,634.0,0.118,0.5264539811485254
raw_umber_3_4.17.25,632.0,0.1191,0.5274286725486151
raw_umber_3_4.17.25,630.0,0.1199,0.5284082664712458
raw_umber_3_4.17.25,628.0,0.1211,0.5293928032565617
raw_umber_3_4.17.25,626.0,0.1219,0.5303823237065003
raw_umber_3_4.17.25,624.0,0.1231,0.5313768690915754
raw_umber_3_4.17.25,622.0,0.1235,0.5323764811577817
raw_umber_3_4.17.25,620.0,0.1238,0.5333812021336223
raw_umber_3_4.17.25,618.0,0.1255,0.5343910747372648
raw_umber_3_4.17.25,616.0,0.1262,0.5354061421838262
raw_umber_3_4.17.25,614.0,0.1274,0.5364264481927907
raw_umber_3_4.17.25,612.0,0.1283,0.5374520369955627
raw_umber_3_4.17.25,610.0,0.1296,0.5384829533431569
raw_umber_3_4.17.25,608.0,0.1304,0.5395192425140319
raw_umber_3_4.17.25,606.0,0.1307,0.5405609503220662
raw_umber_3_4.17.25,604.0,0.1323,0.5416081231246822
raw_umber_3_4.17.25,602.0,0.1333,0.5426608078311208
raw_umber_3_4.17.25,600.0,0.1349,0.5437190519108703
raw_umber_3_4.17.25,598.0,0.1366,0.5447829034022524
raw_umber_3_4.17.25,596.0,0.1387,0.5458524109211684
raw_umber_3_4.17.25,594.0,0.1404,0.5469276236700111
raw_umber_3_4.17.25,592.0,0.1413,0.5480085914467435
raw_umber_3_4.17.25,590.0,0.143,0.5490953646541498
raw_umber_3_4.17.25,588.0,0.1457,0.5501879943092625
raw_umber_3_4.17.25,586.0,0.148,0.5512865320529677
raw_umber_3_4.17.25,584.0,0.1502,0.5523910301597958
raw_umber_3_4.17.25,582.0,0.1525,0.5535015415478989
raw_umber_3_4.17.25,580.0,0.1553,0.554618119789219
raw_umber_3_4.17.25,578.0,0.1581,0.5557408191198565
raw_umber_3_4.17.25,576.0,0.1615,0.5568696944506349
raw_umber_3_4.17.25,574.0,0.1654,0.5580048013778746
raw_umber_3_4.17.25,572.0,0.1689,0.5591461961943743
raw_umber_3_4.17.25,570.0,0.1725,0.5602939359006098
raw_umber_3_4.17.25,568.0,0.1766,0.5614480782161515
raw_umber_3_4.17.25,566.0,0.181,0.5626086815913067
raw_umber_3_4.17.25,564.0,0.1865,0.5637758052189936
raw_umber_3_4.17.25,562.0,0.191,0.5649495090468508
raw_umber_3_4.17.25,560.0,0.1973,0.5661298537895869
raw_umber_3_4.17.25,558.0,0.2027,0.567316900941579
raw_umber_3_4.17.25,556.0,0.2095,0.5685107127897235
raw_umber_3_4.17.25,554.0,0.2165,0.569711352426544
raw_umber_3_4.17.25,552.0,0.2223,0.5709188837635685
raw_umber_3_4.17.25,550.0,0.2293,0.5721333715449728
raw_umber_3_4.17.25,548.0,0.237,0.5733548813615064
raw_umber_3_4.17.25,546.0,0.2428,0.5745834796647004
raw_umber_3_4.17.25,544.0,0.2511,0.5758192337813677
raw_umber_3_4.17.25,542.0,0.2579,0.5770622119284021
raw_umber_3_4.17.25,540.0,0.265,0.5783124832278832
raw_umber_3_4.17.25,538.0,0.2743,0.5795701177224939
raw_umber_3_4.17.25,536.0,0.281,0.5808351863912604
raw_umber_3_4.17.25,534.0,0.289,0.5821077611656201
raw_umber_3_4.17.25,532.0,0.2962,0.5833879149458268
raw_umber_3_4.17.25,530.0,0.3036,0.5846757216177021
raw_umber_3_4.17.25,528.0,0.3122,0.5859712560697395
raw_umber_3_4.17.25,526.0,0.3202,0.5872745942105738
raw_umber_3_4.17.25,524.0,0.3287,0.5885858129868198
raw_umber_3_4.17.25,522.0,0.3354,0.5899049904012944
raw_umber_3_4.17.25,520.0,0.3436,0.5912322055316295
raw_umber_3_4.17.25,518.0,0.3533,0.5925675385492858
raw_umber_3_4.17.25,516.0,0.3597,0.5939110707389775
raw_umber_3_4.17.25,514.0,0.3697,0.5952628845185189
raw_umber_3_4.17.25,512.0,0.3795,0.5966230634591052
raw_umber_3_4.17.25,510.0,0.3868,0.5979916923060347
raw_umber_3_4.17.25,508.0,0.3967,0.5993688569998878
raw_umber_3_4.17.25,506.0,0.4039,0.6007546446981737
raw_umber_3_4.17.25,504.0,0.4155,0.6021491437974547
raw_umber_3_4.17.25,502.0,0.4234,0.6035524439559636
raw_umber_3_4.17.25,500.0,0.4305,0.6049646361167267
raw_umber_3_4.17.25,498.0,0.4395,0.606385812531203
raw_umber_3_4.17.25,496.0,0.4524,0.6078160667834575
raw_umber_3_4.17.25,494.0,0.4615,0.6092554938148789
raw_umber_3_4.17.25,492.0,0.4704,0.6107041899494595
raw_umber_3_4.17.25,490.0,0.4834,0.6121622529196502
raw_umber_3_4.17.25,488.0,0.4935,0.6136297818928066
raw_umber_3_4.17.25,486.0,0.5025,0.6151068774982431
raw_umber_3_4.17.25,484.0,0.5071,0.6165936418549105
raw_umber_3_4.17.25,482.0,0.5159,0.6180901785997145
raw_umber_3_4.17.25,480.0,0.5255,0.6195965929164932
raw_umber_3_4.17.25,478.0,0.5282,0.6211129915656702
raw_umber_3_4.17.25,476.0,0.5385,0.622639482914604
raw_umber_3_4.17.25,474.0,0.5489,0.6241761769686516
raw_umber_3_4.17.25,472.0,0.5592,0.6257231854029663
raw_umber_3_4.17.25,470.0,0.5625,0.627280621595052
raw_umber_3_4.17.25,468.0,0.5728,0.6288486006580911
raw_umber_3_4.17.25,466.0,0.578,0.6304272394750744
raw_umber_3_4.17.25,464.0,0.5896,0.6320166567337484
raw_umber_3_4.17.25,462.0,0.6002,0.6336169729624086
raw_umber_3_4.17.25,460.0,0.6113,0.635228310566562
raw_umber_3_4.17.25,458.0,0.6158,0.6368507938664808
raw_umber_3_4.17.25,456.0,0.628,0.6384845491356772
raw_umber_3_4.17.25,454.0,0.6315,0.640129704640323
raw_umber_3_4.17.25,452.0,0.6454,0.641786390679643
raw_umber_3_4.17.25,450.0,0.6527,0.64345473962731
raw_umber_3_4.17.25,448.0,0.6684,0.6451348859738708
raw_umber_3_4.17.25,446.0,0.686,0.6468269663702347
raw_umber_3_4.17.25,444.0,0.7032,0.6485311196722541
raw_umber_3_4.17.25,442.0,0.7238,0.6502474869864314
raw_umber_3_4.17.25,440.0,0.7427,0.6519762117167851
raw_umber_3_4.17.25,438.0,0.7647,0.65371743961291
raw_umber_3_4.17.25,436.0,0.7894,0.6554713188192675
raw_umber_3_4.17.25,434.0,0.8138,0.6572379999257438
raw_umber_3_4.17.25,432.0,0.838,0.6590176360195137
raw_umber_3_4.17.25,430.0,0.8517,0.6608103827382507
raw_umber_3_4.17.25,428.0,0.8775,0.6626163983247246
raw_umber_3_4.17.25,426.0,0.9062,0.6644358436828296
raw_umber_3_4.17.25,424.0,0.9313,0.6662688824350862
raw_umber_3_4.17.25,422.0,0.9446,0.6681156809816654
raw_umber_3_4.17.25,420.0,0.9728,0.6699764085609796
raw_umber_3_4.17.25,418.0,1.0036,0.6718512373118914
raw_umber_3_4.17.25,416.0,1.0157,0.6737403423375935
raw_umber_3_4.17.25,414.0,1.0476,0.6756439017712061
raw_umber_3_4.17.25,412.0,1.0568,0.6775620968431563
raw_umber_3_4.17.25,410.0,1.069,0.6794951119503869
raw_umber_3_4.17.25,408.0,1.0825,0.6814431347274619
raw_umber_3_4.17.25,406.0,1.0925,0.6834063561196232
raw_umber_3_4.17.25,404.0,1.1305,0.6853849704578678
raw_umber_3_4.17.25,402.0,1.139,0.6873791755361083
raw_umber_3_4.17.25,400.0,1.1467,0.6893891726904854
raw_umber_4_4.17.25,750.0,0.1253,0.4919692435341041
raw_umber_4_4.17.25,748.0,0.1257,0.4927594883834191
raw_umber_4_4.17.25,746.0,0.1261,0.4935531234839212
raw_umber_4_4.17.25,744.0,0.1274,0.4943501725280034
raw_umber_4_4.17.25,742.0,0.1286,0.4951506594379035
raw_umber_4_4.17.25,740.0,0.1291,0.4959546083685601
raw_umber_4_4.17.25,738.0,0.1304,0.496762043710513
raw_umber_4_4.17.25,736.0,0.1308,0.497572990092847
raw_umber_4_4.17.25,734.0,0.1308,0.4983874723861811
raw_umber_4_4.17.25,732.0,0.1318,0.4992055157057033
raw_umber_4_4.17.25,730.0,0.1322,0.5000271454142516
raw_umber_4_4.17.25,728.0,0.1325,0.5008523871254431
raw_umber_4_4.17.25,726.0,0.133,0.5016812667068503
raw_umber_4_4.17.25,724.0,0.1344,0.5025138102832278
raw_umber_4_4.17.25,722.0,0.1352,0.5033500442397879
raw_umber_4_4.17.25,720.0,0.1356,0.5041899952255279
raw_umber_4_4.17.25,718.0,0.136,0.5050336901566086
raw_umber_4_4.17.25,716.0,0.1365,0.5058811562197866
raw_umber_4_4.17.25,714.0,0.1383,0.5067324208758993
raw_umber_4_4.17.25,712.0,0.1383,0.5075875118634056
raw_umber_4_4.17.25,710.0,0.1387,0.5084464572019819
raw_umber_4_4.17.25,708.0,0.1397,0.5093092851961749
raw_umber_4_4.17.25,706.0,0.1409,0.5101760244391133
raw_umber_4_4.17.25,704.0,0.1415,0.511046703816277
raw_umber_4_4.17.25,702.0,0.1428,0.5119213525093277
raw_umber_4_4.17.25,700.0,0.1432,0.5128
raw_umber_4_4.17.25,698.0,0.145,0.5136826760740553
raw_umber_4_4.17.25,696.0,0.1455,0.5145694108252992
raw_umber_4_4.17.25,694.0,0.1465,0.5154602346596636
raw_umber_4_4.17.25,692.0,0.1478,0.516355178299355
raw_umber_4_4.17.25,690.0,0.1483,0.5172542727870703
raw_umber_4_4.17.25,688.0,0.1489,0.5181575494902803
raw_umber_4_4.17.25,686.0,0.1507,0.5190650401055844
raw_umber_4_4.17.25,684.0,0.1511,0.5199767766631358
raw_umber_4_4.17.25,682.0,0.1521,0.520892791531139
raw_umber_4_4.17.25,680.0,0.1535,0.5218131174204227
raw_umber_4_4.17.25,678.0,0.154,0.5227377873890863
raw_umber_4_4.17.25,676.0,0.1554,0.5236668348472252
raw_umber_4_4.17.25,674.0,0.156,0.5246002935617335
raw_umber_4_4.17.25,672.0,0.1574,0.5255381976611871
raw_umber_4_4.17.25,670.0,0.158,0.5264805816408079
raw_umber_4_4.17.25,668.0,0.1584,0.5274274803675121
raw_umber_4_4.17.25,666.0,0.1599,0.5283789290850424
raw_umber_4_4.17.25,664.0,0.1609,0.5293349634191875
raw_umber_4_4.17.25,662.0,0.1613,0.5302956193830894
raw_umber_4_4.17.25,660.0,0.1623,0.5312609333826414
raw_umber_4_4.17.25,658.0,0.1638,0.532230942221976
raw_umber_4_4.17.25,656.0,0.1644,0.5332056831090494
raw_umber_4_4.17.25,654.0,0.1653,0.5341851936613197
raw_umber_4_4.17.25,652.0,0.1669,0.5351695119115221
raw_umber_4_4.17.25,650.0,0.168,0.5361586763135456
raw_umber_4_4.17.25,648.0,0.1699,0.5371527257484094
raw_umber_4_4.17.25,646.0,0.1704,0.5381516995303438
raw_umber_4_4.17.25,644.0,0.1709,0.5391556374129762
raw_umber_4_4.17.25,642.0,0.1726,0.540164579595626
raw_umber_4_4.17.25,640.0,0.1731,0.5411785667297079
raw_umber_4_4.17.25,638.0,0.1736,0.5421976399252499
raw_umber_4_4.17.25,636.0,0.1751,0.5432218407575238
raw_umber_4_4.17.25,634.0,0.1763,0.5442512112737936
raw_umber_4_4.17.25,632.0,0.1784,0.5452857940001845
raw_umber_4_4.17.25,630.0,0.18,0.546325631948672
raw_umber_4_4.17.25,628.0,0.181,0.5473707686241971
raw_umber_4_4.17.25,626.0,0.1815,0.5484212480319082
raw_umber_4_4.17.25,624.0,0.1838,0.5494771146845331
raw_umber_4_4.17.25,622.0,0.1844,0.5505384136098832
raw_umber_4_4.17.25,620.0,0.1854,0.551605190358494
raw_umber_4_4.17.25,618.0,0.186,0.5526774910114028
raw_umber_4_4.17.25,616.0,0.1882,0.5537553621880698
raw_umber_4_4.17.25,614.0,0.1892,0.5548388510544408
raw_umber_4_4.17.25,612.0,0.191,0.5559280053311602
raw_umber_4_4.17.25,610.0,0.1928,0.5570228733019328
raw_umber_4_4.17.25,608.0,0.1938,0.5581235038220401
raw_umber_4_4.17.25,606.0,0.1961,0.5592299463270146
raw_umber_4_4.17.25,604.0,0.1985,0.5603422508414739
raw_umber_4_4.17.25,602.0,0.1997,0.5614604679881195
raw_umber_4_4.17.25,600.0,0.2021,0.5625846489969034
raw_umber_4_4.17.25,598.0,0.2033,0.5637148457143668
raw_umber_4_4.17.25,596.0,0.2063,0.5648511106131532
raw_umber_4_4.17.25,594.0,0.2086,0.5659934968017021
raw_umber_4_4.17.25,592.0,0.2112,0.5671420580341243
raw_umber_4_4.17.25,590.0,0.2145,0.5682968487202668
raw_umber_4_4.17.25,588.0,0.217,0.5694579239359668
raw_umber_4_4.17.25,586.0,0.2202,0.5706253394335039
raw_umber_4_4.17.25,584.0,0.2249,0.5717991516522509
raw_umber_4_4.17.25,582.0,0.2283,0.5729794177295306
raw_umber_4_4.17.25,580.0,0.2309,0.5741661955116818
raw_umber_4_4.17.25,578.0,0.2365,0.5753595435653388
raw_umber_4_4.17.25,576.0,0.2416,0.5765595211889317
raw_umber_4_4.17.25,574.0,0.2459,0.5777661884244101
