# Inverse Adding-Doubling 3-16-3 (15 May 2024) 
# 'c:\Users\dolvera9645\Desktop\code\iad shell project\iad.exe' -X '-g 0.9' 'c:\Users\dolvera9645\Desktop\code\iad shell project\iad_inputs\raw_umber_4_4.17.25.rxt' 
#                        Beam diameter =     0.2 mm
#                     Sample thickness =   1.310 mm
#                  Top slide thickness =   0.000 mm
#               Bottom slide thickness =   0.000 mm
#           Sample index of refraction =  1.4200 mm
#        Top slide index of refraction =  1.0000 mm
#     Bottom slide index of refraction =  1.0000 mm
# 
#  Percentage unscattered refl. in M_R =   100.0 %
# Percentage unscattered trans. in M_T =   100.0 %
# 
# Reflection sphere has a baffle between sample and detector (ignored since no spheres used)
#                      sphere diameter =   203.2 mm
#                 sample port diameter =    25.4 mm
#               entrance port diameter =    12.7 mm
#               detector port diameter =     1.0 mm
#                 detector reflectance =     0.0 %
#                     wall reflectance =    96.0 %
#                 calibration standard =    99.0 %
#
# Transmission sphere has a baffle between sample and detector (ignored since no spheres used)
#                      sphere diameter =   203.2 mm
#                 sample port diameter =    25.4 mm
#                  third port diameter =    12.7 mm
#               detector port diameter =     1.0 mm
#                 detector reflectance =     0.0 %
#                     wall reflectance =    96.0 %
#                 calibration standard =   100.0 %
#
# M_R and M_T were measured using the comparison (dual-beam) method.
# No sphere corrections were used and light was incident at 0 degrees from the normal.
# The inverse routine adapted to the input data.
# 
# 
#                 AD quadrature points =   8
#             AD tolerance for success =   0.00010
#      MC tolerance for mu_a and mu_s' =   0.010 %
#  Photons used to estimate lost light =   100000
#
#     	Measured 	   M_R   	Measured 	   M_T   	Estimated	Estimated	Estimated
##wave	   M_R   	   fit   	   M_T   	   fit   	  mu_a   	  mu_s'  	    g    
# [nm]	  [---]  	  [---]  	  [---]  	  [---]  	  1/mm   	  1/mm   	  [---]  
 750.0	   0.1690	   0.1690	   0.4730	   0.4730	   0.1254	   0.4972	   0.9000	 * 
 748.0	   0.1690	   0.1691	   0.4720	   0.4720	   0.1257	   0.4987	   0.9000	 * 
 746.0	   0.1690	   0.1690	   0.4710	   0.4710	   0.1262	   0.4998	   0.9000	 * 
 744.0	   0.1680	   0.1680	   0.4700	   0.4701	   0.1274	   0.4989	   0.9000	 * 
 742.0	   0.1670	   0.1670	   0.4690	   0.4691	   0.1286	   0.4981	   0.9000	 * 
 740.0	   0.1670	   0.1670	   0.4680	   0.4681	   0.1291	   0.4993	   0.9000	 * 
 738.0	   0.1660	   0.1660	   0.4670	   0.4670	   0.1303	   0.4985	   0.9000	 * 
 736.0	   0.1660	   0.1660	   0.4660	   0.4661	   0.1308	   0.4997	   0.9000	 * 
 734.0	   0.1660	   0.1660	   0.4660	   0.4661	   0.1308	   0.4997	   0.9000	 * 
 732.0	   0.1660	   0.1660	   0.4640	   0.4641	   0.1317	   0.5025	   0.9000	 * 
 730.0	   0.1660	   0.1660	   0.4630	   0.4631	   0.1321	   0.5038	   0.9000	 * 
 728.0	   0.1660	   0.1660	   0.4620	   0.4619	   0.1326	   0.5053	   0.9000	 * 
 726.0	   0.1660	   0.1660	   0.4610	   0.4610	   0.1330	   0.5066	   0.9000	 * 
 724.0	   0.1650	   0.1651	   0.4600	   0.4600	   0.1342	   0.5058	   0.9000	 * 
 722.0	   0.1640	   0.1640	   0.4600	   0.4599	   0.1352	   0.5034	   0.9000	 * 
 720.0	   0.1640	   0.1640	   0.4590	   0.4589	   0.1356	   0.5049	   0.9000	 * 
 718.0	   0.1640	   0.1640	   0.4580	   0.4580	   0.1361	   0.5061	   0.9000	 * 
 716.0	   0.1640	   0.1640	   0.4570	   0.4570	   0.1365	   0.5075	   0.9000	 * 
