sample,a0,b_mie,r2
raw_umber_1_4.17.25,0.3519,1.0765052208805326,0.9271897132856781
raw_umber_3_4.17.25,0.4968,0.585434551693121,0.987789612669394
raw_umber_4_4.17.25,0.5128,0.6010723037971846,0.9879217451682214
raw_umber_5_4.17.25,0.5535,0.683195349199983,0.9959648762124542
raw_umber_6_4.17.25,0.6058,0.6846115501640588,0.9923557656465136
